advertiser,election,topic,spend_week,spend_month,spend
MARCY KAPTUR CONGRESS,OH-09,Economy & Labor,2024_10/08-10/21,2024_10,13403.12242
WIN IT BACK,AK-01,Climate & Energy,2024_10/15-10/21,2024_10,2632.2887
MARCY KAPTUR CONGRESS,OH-09,Climate & Energy,2024_10/29-11/03,2024_11,2513.123415
DCCC,AK-01,Economy & Labor,2024_10/15-10/21,2024_10,2549.995
AMERICAN ACTION NETWORK,AK-01,Immigration,2024_10/08-10/14,2024_10,4.1666
AK BEFORE PARTY,AK-01,Economy & Labor,2024_10/08-10/14,2024_10,76827.0707
DCCC,OH-09,Abortion,2024_10/08-10/14,2024_10,24781.86507
PRO-CHOICE WOMEN,OH-09,Abortion,2024_10/29-11/11,2024_11,7049.996727
AFP ACTION,CA-45,Economy & Labor,2024_10/29-11/04,2024_10,37.49803752
AFP ACTION,CA-45,Economy & Labor,2024_10/29-11/03,2024_11,7.499607504
CONGRESSIONAL LEADERSHIP FUND,AK-01,Immigration,2024_10/15-10/20,2024_10,27091.6625
AMERICANS 4 SECURITY INC,CA-41,Economy & Labor,2024_10/29-11/11,2024_11,1124.9999
HOUSE MAJORITY PAC,CA-45,Economy & Labor,2024_10/08-10/21,2024_10,72.49677252
CONGRESSIONAL LEADERSHIP FUND,AK-01,Economy & Labor,2024_10/08-10/14,2024_10,144365.6127
HOUSE MAJORITY PAC,CA-45,Abortion,2024_10/08-10/14,2024_10,14664.56755
AK BEFORE PARTY,AK-01,Abortion,2024_10/08-10/14,2024_10,7522.9129
AK BEFORE PARTY,AK-01,Economy & Labor,2024_10/15-10/28,2024_10,14208.3283
DCCC,CA-45,Abortion,2024_10/22-11/04,2024_10,6341.8713
CONGRESSIONAL LEADERSHIP FUND,AK-01,Economy & Labor,2024_10/22-11/04,2024_10,49.9995
MARY PELTOLA CONGRESS,AK-01,Climate & Energy,2024_10/22-10/28,2024_10,439.5823
MARY PELTOLA CONGRESS,AK-01,Economy & Labor,2024_10/29-11/11,2024_11,13685.4072
FAIRSHAKE,AK-01,Abortion,2024_10/29-11/11,2024_11,4.1666
HOUSE MAJORITY PAC,ca-45,Economy & Labor,2024_10/01-10/14,2024_10,75.41356252
AMERICANS 4 SECURITY INC,ca-41,Economy & Labor,2024_10/08-10/14,2024_10,11162.2882
AMERICANS 4 SECURITY INC,ca-41,Economy & Labor,2024_10/08-10/14,2024_10,11162.2882
AMERICANS 4 SECURITY INC,ca-41,Economy & Labor,2024_10/08-10/14,2024_10,11162.2882
AMERICANS 4 SECURITY INC,ca-41,Economy & Labor,2024_10/08-10/14,2024_10,11162.2882
AMERICANS 4 SECURITY INC,ca-41,Economy & Labor,2024_10/08-10/14,2024_10,11162.2882
AMERICANS 4 SECURITY INC,ca-41,Economy & Labor,2024_10/08-10/14,2024_10,11162.2882
AMERICANS 4 SECURITY INC,ca-41,Economy & Labor,2024_10/08-10/14,2024_10,11162.2882
AMERICANS 4 SECURITY INC,ca-41,Economy & Labor,2024_10/08-10/14,2024_10,11162.2882
CONGRESSIONAL LEADERSHIP FUND,oh-09,Immigration,2024_10/08-10/13,2024_10,19417.49672
HOUSE MAJORITY PAC,CA-45,Abortion,2024_10/15-10/20,2024_10,2150.204903
PIVOT PAC,CA-45,Abortion,2024_10/29-11/11,2024_11,128.32852
MARY PELTOLA CONGRESS,AK-01,Abortion,2024_10/29-11/04,2024_11,9791.6619
NRCC,AK-01,Economy & Labor,2024_10/29-11/04,2024_10,189.5821
DCCC,AK-01,Economy & Labor,2024_10/22-11/04,2024_10,817.7071
MARCY KAPTUR CONGRESS,oh-09,Abortion,2024_10/08-10/14,2024_10,659.372305
NRCC,oh-09,Economy & Labor,2024_10/29-11/04,2024_10,970.6231025
VOTEVETS,CA-45,Abortion,2024_10/08-10/21,2024_10,3792.4964
MARY PELTOLA CONGRESS,AK-01,Economy & Labor,2024_10/08-10/13,2024_10,9677.0805
WAYNE JOHNSON CONGRESS,GA-02,Economy & Labor,2024_10/29-11/11,2024_11,199.3645127
PIVOT PAC,CA-45,Abortion,2024_10/29-11/03,2024_11,142.4943425
AFP ACTION,CA-45,Economy & Labor,2024_10/29-11/11,2024_11,9.999410008
CONGRESSIONAL LEADERSHIP FUND,AK-01,Immigration,2024_10/29-11/04,2024_11,52079.1598
NRCC,AK-01,Immigration,2024_10/22-10/27,2024_10,22192.7058
AFSCME,OH-09,Economy & Labor,2024_10/01-10/14,2024_10,7945.622982
KEN CALVERT CONGRESS,CA-41,Economy & Labor,2024_10/01-10/06,2024_10,7436.245973
AMERICANS 4 SECURITY INC,CA-41,Economy & Labor,2024_10/29-11/03,2024_11,2595.6239
AK BEFORE PARTY,AK-01,Abortion,2024_10/29-11/04,2024_11,2899.9966
AK BEFORE PARTY,AK-01,Climate & Energy,2024_10/08-10/21,2024_10,32.2914
DCCC,OH-09,Abortion,2024_11/05-11/11,2024_11,4378.747902
CLUB FOR GROWTH,AK-01,Economy & Labor,2024_10/08-10/13,2024_10,2591.6654
NICK BEGICH CONGRESS,AK-01,Climate & Energy,2024_10/29-11/04,2024_10,77662.4937
CONGRESSIONAL LEADERSHIP FUND,AK-01,Immigration,2024_11/05-11/11,2024_11,1599.9979
NRCC,CA-41,Economy & Labor,2024_11/05-11/11,2024_11,9.99961
CONGRESSIONAL LEADERSHIP FUND,AK-01,Economy & Labor,2024_11/05-11/11,2024_11,8.3332
CONGRESSIONAL LEADERSHIP FUND,CA-41,Economy & Labor,2024_10/29-11/04,2024_11,80599.1468
NRCC,CA-41,Economy & Labor,2024_11/05-11/11,2024_11,9.99961
CONGRESSIONAL LEADERSHIP FUND,AK-01,Economy & Labor,2024_11/05-11/11,2024_11,8.3332
CONGRESSIONAL LEADERSHIP FUND,CA-41,Economy & Labor,2024_10/29-11/04,2024_11,80599.1468
NRCC,CA-41,Economy & Labor,2024_11/05-11/11,2024_11,9.99961
CONGRESSIONAL LEADERSHIP FUND,AK-01,Economy & Labor,2024_11/05-11/11,2024_11,8.3332
CONGRESSIONAL LEADERSHIP FUND,CA-41,Economy & Labor,2024_10/29-11/04,2024_11,80599.1468
NRCC,CA-41,Economy & Labor,2024_11/05-11/11,2024_11,9.99961
CONGRESSIONAL LEADERSHIP FUND,AK-01,Economy & Labor,2024_11/05-11/11,2024_11,8.3332
CONGRESSIONAL LEADERSHIP FUND,CA-41,Economy & Labor,2024_10/29-11/04,2024_11,80599.1468
NRCC,CA-41,Economy & Labor,2024_11/05-11/11,2024_11,9.99961
CONGRESSIONAL LEADERSHIP FUND,AK-01,Economy & Labor,2024_11/05-11/11,2024_11,8.3332
CONGRESSIONAL LEADERSHIP FUND,CA-41,Economy & Labor,2024_10/29-11/04,2024_11,80599.1468
NRCC,CA-41,Economy & Labor,2024_11/05-11/11,2024_11,9.99961
CONGRESSIONAL LEADERSHIP FUND,AK-01,Economy & Labor,2024_11/05-11/11,2024_11,8.3332
CONGRESSIONAL LEADERSHIP FUND,CA-41,Economy & Labor,2024_10/29-11/04,2024_11,80599.1468
NRCC,CA-41,Economy & Labor,2024_11/05-11/11,2024_11,9.99961
CONGRESSIONAL LEADERSHIP FUND,AK-01,Economy & Labor,2024_11/05-11/11,2024_11,8.3332
CONGRESSIONAL LEADERSHIP FUND,CA-41,Economy & Labor,2024_10/29-11/04,2024_11,80599.1468
HOUSE MAJORITY PAC,OH-09,Abortion,2024_10/15-10/28,2024_10,12995.62131
MARCY KAPTUR CONGRESS,OH-09,Abortion,2024_10/29-11/04,2024_10,11978.74196
MICHELLE STEEL CONGRESS,CA-45,Abortion,2024_10/29-11/03,2024_11,2.4999025
MICHELLE STEEL CONGRESS,CA-45,Abortion,2024_10/29-11/04,2024_11,2.4999025
NRCC,OH-09,Economy & Labor,2024_10/29-11/03,2024_11,15.6248
MARY PELTOLA CONGRESS,AK-01,Abortion,2024_10/15-10/28,2024_10,34.3749
MARCY KAPTUR CONGRESS,OH-09,Economy & Labor,2024_10/22-11/04,2024_10,1454.9988
HOUSE MAJORITY PAC,OH-09,Abortion,2024_10/29-11/03,2024_11,8718.12098
HOUSE MAJORITY PAC,OH-09,Economy & Labor,2024_10/29-11/04,2024_10,289.3737
MARY PELTOLA CONGRESS,AK-01,Economy & Labor,2024_10/29-11/04,2024_11,12088.5288
WILL ROLLINS CONGRESS,CA-41,Immigration,2024_10/29-11/04,2024_10,19635.6141
DCCC,AK-01,Economy & Labor,2024_10/29-11/04,2024_11,1340.6226
DEREK TRAN CONGRESS,CA-45,Abortion,2024_10/29-11/04,2024_10,172.4929675
DCCC,OH-09,Economy & Labor,2024_10/08-10/21,2024_10,174.3741
MARCY KAPTUR CONGRESS,OH-09,Abortion,2024_10/15-10/28,2024_10,38.7496
CONGRESSIONAL LEADERSHIP FUND,AK-01,Immigration,2024_10/01-10/14,2024_10,10906.2482
DCCC,AK-01,Economy & Labor,2024_10/29-11/04,2024_10,2235.4132
VOTEVETS,CA-45,Abortion,2024_10/29-11/11,2024_11,94.16289001
DCCC,OH-09,Economy & Labor,2024_10/29-11/04,2024_10,43860.60909
HOUSE MAJORITY PAC,OH-09,Abortion,2024_10/01-10/07,2024_10,10
WILL ROLLINS CONGRESS,CA-41,Immigration,2024_10/01-10/07,2024_10,7394.15466
WIN IT BACK,AK-01,Climate & Energy,2024_10/22-11/04,2024_10,362.4992
AFSCME,OH-09,Economy & Labor,2024_10/29-11/04,2024_10,7.5
KEN CALVERT CONGRESS,CA-41,Economy & Labor,2024_10/15-10/20,2024_10,3987.49501
NICK BEGICH CONGRESS,AK-01,Climate & Energy,2024_10/29-11/03,2024_11,27266.664
AMERICANS 4 SECURITY INC,CA-41,Economy & Labor,2024_10/08-10/21,2024_10,2997.9154
HOUSE MAJORITY PAC,CA-41,Abortion,2024_10/15-10/21,2024_10,132.4942325
WIN IT BACK,OH-09,Immigration,2024_10/22-10/27,2024_10,304.9998025
LCV,CA-45,Economy & Labor,2024_10/29-11/03,2024_11,5015.2076
MARCY KAPTUR CONGRESS,OH-09,Immigration,2024_10/29-11/04,2024_11,13567.49477
WILL ROLLINS CONGRESS,CA-41,Immigration,2024_10/15-10/28,2024_10,32.49863001
WILL ROLLINS CONGRESS,CA-41,Economy & Labor,2024_10/22-11/04,2024_10,8353.326363
KEN CALVERT CONGRESS,CA-41,Economy & Labor,2024_10/08-10/21,2024_10,4173.537173
EDW ACTION,AK-01,Economy & Labor,2024_10/22-10/27,2024_10,7404.1656
HOUSE MAJORITY PAC,OH-09,Abortion,2024_10/08-10/21,2024_10,5611.247745
HOUSE MAJORITY PAC,OH-09,Abortion,2024_10/22-10/28,2024_10,46794.98294
HOUSE MAJORITY PAC,CA-41,Economy & Labor,2024_10/15-10/20,2024_10,17024.3706
MARCY KAPTUR CONGRESS,OH-09,Abortion,2024_10/22-10/27,2024_10,5176.247132
MARY PELTOLA CONGRESS,AK-01,Economy & Labor,2024_10/29-11/03,2024_11,8487.4935
WILL ROLLINS CONGRESS,CA-41,Economy & Labor,2024_10/29-11/04,2024_11,22160.19319
HOUSE MAJORITY PAC,OH-09,Economy & Labor,2024_10/22-11/04,2024_10,638.7485025
AFP ACTION,NV-SEN,Economy & Labor,2024_10/01-10/07,2024_10,1137.4974
DSCC,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_11,55503.72967
JACKY ROSEN US SENATE,NV-SEN,Economy & Labor,2024_10/15-10/28,2024_10,1839.9985
ONE NATION,PA-SEN,Economy & Labor,2024_10/22-10/28,2024_10,94.9991675
WINSENATE,PA-SEN,Abortion,2024_10/01-10/07,2024_10,357181.0469
WINSENATE,PA-SEN,Abortion,2024_10/22-10/27,2024_10,19048.73159
JACKY ROSEN US SENATE,NV-SEN,Education,2024_10/08-10/13,2024_10,699.9995
TOGETHER FOR NV FUTURE,NV-SEN,Economy & Labor,2024_10/22-10/27,2024_10,1962.499
AFSCME,NV-SEN,Economy & Labor,2024_10/08-10/21,2024_10,2634.999
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_10/22-11/04,2024_10,23167.4948
KEYSTONE RENEWAL PAC,PA-SEN,Economy & Labor,2024_10/01-10/07,2024_10,103605.57
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/15-10/20,2024_10,2089.99687
NATL NURSES UNITED,PA-SEN,Abortion,2024_10/22-10/28,2024_10,15690.60647
ONE FOR ALL COMMITTEE,NV-SEN,Abortion,2024_10/22-10/27,2024_10,24.9997
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_10/29-11/04,2024_10,3106.867835
BOB CASEY US SENATE,PA-SEN,Education,2024_10/01-10/06,2024_10,19297.48248
NRSC,PA-SEN,Immigration,2024_10/29-11/04,2024_10,167.4988
DSCC,NV-SEN,Education,2024_11/05-11/11,2024_11,2882.4974
WINSENATE,NV-SEN,Economy & Labor,2024_10/15-10/20,2024_10,9.9998
DSCC,NV-SEN,Abortion,2024_10/22-11/04,2024_10,1314.9987
FORWARD BLUE,NV-SEN,Abortion,2024_10/29-11/11,2024_11,304.9994
AFSCME,NV-SEN,Economy & Labor,2024_10/22-10/28,2024_10,15342.494
DAVE MCCORMICK US SENATE,PA-SEN,Abortion,2024_10/22-11/04,2024_10,32.499895
DSCC,PA-SEN,Economy & Labor,2024_10/29-11/11,2024_11,27676.24028
KEYSTONE RENEWAL PAC,PA-SEN,Economy & Labor,2024_10/08-10/21,2024_10,289.99797
NATL NURSES UNITED,PA-SEN,Abortion,2024_10/29-11/03,2024_11,1359.997698
ONE FOR ALL COMMITTEE,PA-SEN,Abortion,2024_10/08-10/14,2024_10,17528.10266
ONE FOR ALL COMMITTEE,PA-SEN,Abortion,2024_10/15-10/28,2024_10,1686.870975
LCV,PA-SEN,Economy & Labor,2024_10/01-10/06,2024_10,49886.22502
SENATE LEADERSHIP FUND,NV-SEN,Economy & Labor,2024_10/29-11/03,2024_11,40604.9974
AFP ACTION,NV-SEN,Economy & Labor,2024_10/22-10/28,2024_10,1077.4967
AMERICAN CROSSROADS,PA-SEN,Immigration ,2024_10/22-10/28,2024_10,82.4997
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_10,79604.95285
DSCC,PA-SEN,Economy & Labor,2024_10/08-10/21,2024_10,30346.23387
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/22-11/04,2024_10,8617.4964
NRSC,PA-SEN,Immigration ,2024_10/22-11/04,2024_10,37.4997975
SENATE LEADERSHIP FUND,PA-SEN,Immigration ,2024_10/08-10/13,2024_10,27397.47928
WINSENATE,NV-SEN,Abortion,2024_10/22-10/28,2024_10,581742.4552
JACKY ROSEN US SENATE,NV-SEN,Education,2024_10/01-10/07,2024_10,3347.4961
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/08-10/13,2024_10,64.37438
WINSENATE,NV-SEN,Abortion,2024_10/22-11/04,2024_10,72582.4855
ABC PAC,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_11,1659.370445
AMERICAN CROSSROADS,PA-SEN,Immigration ,2024_10/01-10/07,2024_10,8443.74447
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_11/05-11/11,2024_11,1138.12303
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,86.87437
DUTY AND HONOR,PA-SEN,Immigration ,2024_10/01-10/14,2024_10,2.4999975
ONE FOR ALL COMMITTEE,PA-SEN,Abortion,2024_10/15-10/20,2024_10,2182.495098
SAM BROWN US SENATE,NV-SEN,Economy & Labor,2024_10/15-10/28,2024_10,14952.4977
ABC PAC,PA-SEN,Economy & Labor,2024_10/29-11/11,2024_11,884.9979075
JEFF GUNTER US SENATE,NV-SEN,Climate & Energy,2024_10/08-10/13,2024_10,2.5
AMERICAN CROSSROADS,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_10,25272.48043
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_10,12.4998
KEYSTONE RENEWAL PAC,PA-SEN,Immigration ,2024_10/08-10/14,2024_10,101258.6436
ONE FOR ALL COMMITTEE,PA-SEN,Abortion,2024_10/29-11/03,2024_11,784.3717125
DSCC,PA-SEN,Immigration ,2024_10/15-10/20,2024_10,6638.747263
DUTY AND HONOR,PA-SEN,Immigration ,2024_10/15-10/20,2024_10,2.4999975
NRSC,PA-SEN,Immigration ,2024_10/15-10/28,2024_10,17994.99334
WINSENATE,PA-SEN,Economy & Labor,2024_10/29-11/11,2024_11,5203.742465
WINSENATE,NV-SEN,Economy & Labor,2024_10/22-11/04,2024_10,17.4999
AMERICAN CROSSROADS,PA-SEN,Immigration ,2024_10/22-11/04,2024_10,10.6249
ONE NATION,NV-SEN,Immigration ,2024_10/01-10/06,2024_10,2.5
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,2086.870908
DAVE MCCORMICK US SENATE,PA-SEN,Abortion,2024_10/08-10/21,2024_10,3149.371603
DSCC,PA-SEN,Abortion,2024_10/29-11/04,2024_11,95156.20918
KEYSTONE RENEWAL PAC,PA-SEN,Immigration ,2024_10/29-11/11,2024_11,155809.887
DSCC,PA-SEN,Immigration ,2024_11/05-11/11,2024_11,42.499765
SENATE LEADERSHIP FUND,PA-SEN,Immigration ,2024_10/01-10/06,2024_10,533.1229425
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/22-11/04,2024_10,109669.9589
DSCC,PA-SEN,Abortion,2024_10/15-10/28,2024_10,22539.36197
JACKY ROSEN US SENATE,NV-SEN,Education,2024_10/01-10/14,2024_10,662.4995
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/08-10/21,2024_10,49321.82512
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/01-10/06,2024_10,10.6248975
NRSC,PA-SEN,Economy & Labor,2024_10/01-10/07,2024_10,218136.793
ONE NATION,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,14.99989
WIN IT BACK,NV-SEN,Economy & Labor,2024_11/05-11/11,2024_11,18764.9981
AFP ACTION,NV-SEN,Economy & Labor,2024_10/15-10/20,2024_10,287.4992
AFSCME,NV-SEN,Economy & Labor,2024_10/15-10/21,2024_10,12104.9946
AMERICAN CROSSROADS,PA-SEN,Immigration,2024_11/05-11/11,2024_11,1478.748453
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,7393.123592
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/15-10/20,2024_10,20
AFP ACTION,PA-SEN,Economy & Labor,2024_10/22-11/04,2024_10,195.6245325
SENATE LEADERSHIP FUND,NV-SEN,Economy & Labor,2024_11/05-11/11,2024_11,11112.4979
ONE NATION,NV-SEN,Immigration,2024_10/08-10/14,2024_10,4.9999
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/08-10/13,2024_10,49318.07447
NRSC,PA-SEN,Economy & Labor,2024_10/29-11/03,2024_11,126.248995
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_11/05-11/11,2024_11,91.2493775
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/15-10/28,2024_10,27.499985
WIN IT BACK,NV-SEN,Economy & Labor,2024_10/01-10/14,2024_10,15629.997
DUTY AND HONOR,PA-SEN,Immigration,2024_10/15-10/28,2024_10,2.5
SAM BROWN US SENATE,NV-SEN,Immigration,2024_10/08-10/21,2024_10,2.5
WINSENATE,PA-SEN,Economy & Labor,2024_10/08-10/13,2024_10,19841.23426
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_10/01-10/07,2024_10,17.499695
AFP ACTION,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,-1212.498055
DAVE MCCORMICK US SENATE,PA-SEN,Immigration,2024_10/01-10/07,2024_10,2824.371798
DSCC,PA-SEN,Abortion,2024_10/08-10/14,2024_10,31506.20703
NRDC,PA-SEN,Climate & Energy,2024_10/01-10/06,2024_10,25093.73325
NRSC,PA-SEN,Immigration,2024_10/15-10/21,2024_10,-137793.7183
ONE FOR ALL COMMITTEE,PA-SEN,Abortion,2024_11/05-11/11,2024_11,65.6243875
SAM BROWN US SENATE,NV-SEN,Economy & Labor,2024_11/05-11/11,2024_11,-17924.9945
WIN IT BACK,NV-SEN,Economy & Labor,2024_10/22-10/28,2024_10,84999.9813
WIN IT BACK,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_10,-124547.4851
AFP ACTION,NV-SEN,Economy & Labor,2024_10/15-10/28,2024_10,247.4995
WINSENATE,PA-SEN,Abortion,2024_10/15-10/20,2024_10,37161.84528
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_10/22-10/27,2024_10,4324.995493
WINSENATE,NV-SEN,Abortion,2024_10/01-10/14,2024_10,5442.4982
AFSCME,NV-SEN,Economy & Labor,2024_10/22-10/27,2024_10,2022.499
JEFF GUNTER US SENATE,NV-SEN,Climate & Energy,2024_10/15-10/28,2024_10,2.5
ONE NATION,NV-SEN,Economy & Labor,2024_10/08-10/21,2024_10,2.5
WINSENATE,NV-SEN,Economy & Labor,2024_11/05-11/11,2024_11,7.5
AFP ACTION,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_10,-1498.748618
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_10/15-10/28,2024_10,24.99978
WIN IT BACK,NV-SEN,Economy & Labor,2024_10/15-10/20,2024_10,29504.9957
WINSENATE,NV-SEN,Abortion,2024_10/08-10/13,2024_10,5124.9979
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/15-10/21,2024_10,35879.9851
ONE NATION,PA-SEN,Economy & Labor,2024_10/01-10/07,2024_10,-123.12435
DUTY AND HONOR,PA-SEN,Immigration,2024_10/29-11/04,2024_10,5
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_10/29-11/03,2024_11,-1246.247578
ABC PAC,PA-SEN,Economy & Labor,2024_10/08-10/14,2024_10,7728.111413
ABC PAC,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,5787.48804
DSCC,PA-SEN,Immigration,2024_10/29-11/04,2024_10,202.49847
FORWARD BLUE,PA-SEN,Abortion,2024_10/15-10/21,2024_10,2531.24232
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_10/15-10/20,2024_10,564.374395
WINSENATE,NV-SEN,Abortion,2024_10/29-11/11,2024_11,-114384.9866
DAVE MCCORMICK US SENATE,PA-SEN,Abortion,2024_10/29-11/03,2024_11,27.4996925
SENATE LEADERSHIP FUND,PA-SEN,Immigration,2024_10/08-10/21,2024_10,40134.35033
DAVE MCCORMICK US SENATE,PA-SEN,Immigration,2024_10/22-10/27,2024_10,3.1249
DSCC,PA-SEN,Economy & Labor,2024_11/05-11/11,2024_11,21086.24156
DUTY AND HONOR,PA-SEN,Immigration,2024_10/08-10/21,2024_10,-19.9997925
JACKY ROSEN US SENATE,NV-SEN,Economy & Labor,2024_10/15-10/21,2024_10,-10374.9929
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/22-10/28,2024_10,9001.234428
ONE NATION,PA-SEN,Economy & Labor,2024_10/08-10/14,2024_10,64.999665
BOB CASEY US SENATE,PA-SEN,Education,2024_10/22-10/27,2024_10,-19.9998875
SAM BROWN US SENATE,NV-SEN,Abortion,2024_10/01-10/06,2024_10,12584.9974
JEFF GUNTER US SENATE,NV-SEN,Climate & Energy,2024_10/22-10/28,2024_10,2.5
DSCC,PA-SEN,Economy & Labor,2024_10/15-10/28,2024_10,23445.61428
JACKY ROSEN US SENATE,NV-SEN,Education,2024_10/08-10/14,2024_10,3207.4969
NRDC,PA-SEN,Climate & Energy,2024_10/01-10/07,2024_10,148922.409
WINSENATE,NV-SEN,Abortion,2024_10/29-11/04,2024_11,218284.9707
KEYSTONE RENEWAL PAC,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,16557.48757
SENATE LEADERSHIP FUND,NV-SEN,Economy & Labor,2024_10/22-10/27,2024_10,34462.4971
NRSC,PA-SEN,Economy & Labor,2024_10/01-10/06,2024_10,27418.1106
ONE FOR ALL COMMITTEE,NV-SEN,Abortion,2024_10/01-10/06,2024_10,2.5
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_10/01-10/06,2024_10,8429.9986
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/08-10/14,2024_10,44.99978
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,2147.4961
JACKY ROSEN US SENATE,NV-SEN,Economy & Labor,2024_10/08-10/13,2024_10,4852.4985
KEYSTONE RENEWAL PAC,PA-SEN,Economy & Labor,2024_10/29-11/03,2024_11,329.372745
NRSC,PA-SEN,Immigration,2024_10/15-10/20,2024_10,41404.3642
NRSC,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,239283.6848
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,3021.240863
ONE NATION,NV-SEN,Economy & Labor,2024_10/01-10/07,2024_10,24.9999
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,243.7481825
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/01-10/07,2024_10,1186.867878
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/22-11/04,2024_10,39.999675
AMERICAN CROSSROADS,PA-SEN,Immigration,2024_10/08-10/14,2024_10,438.1230975
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_10/22-11/04,2024_10,2843.746663
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/08-10/13,2024_10,8143.119128
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/29-11/11,2024_11,5
DSCC,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_11,3502.498
FRONTIERS OF FREEDOM,PA-SEN,Abortion,2024_10/29-11/04,2024_11,9.999895
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_10/22-10/28,2024_10,25443.10016
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/01-10/06,2024_10,597.4962675
DSCC,PA-SEN,Economy & Labor,2024_10/22-10/27,2024_10,29258.11086
SAM BROWN US SENATE,NV-SEN,Immigration,2024_10/22-11/04,2024_10,1159.9979
TOGETHER FOR NV FUTURE,NV-SEN,Economy & Labor,2024_10/22-11/04,2024_10,4049.9988
WINSENATE,PA-SEN,Abortion,2024_10/01-10/06,2024_10,89527.45027
WINSENATE,PA-SEN,Abortion,2024_10/29-11/04,2024_10,247449.2262
WINSENATE,NV-SEN,Abortion,2024_10/22-10/27,2024_10,206377.4867
NATL NURSES UNITED,PA-SEN,Abortion,2024_10/15-10/20,2024_10,911.872775
SENATE LEADERSHIP FUND,PA-SEN,Immigration,2024_10/29-11/11,2024_11,73.74956
DSCC,NV-SEN,Abortion,2024_10/29-11/11,2024_11,949.9988
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_11/05-11/11,2024_11,6913.742968
DAVE MCCORMICK US SENATE,PA-SEN,Abortion,2024_10/29-11/11,2024_11,27.49999
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/15-10/28,2024_10,1596.872305
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,1255.623163
SAM BROWN US SENATE,NV-SEN,Immigration,2024_10/22-10/28,2024_10,3594.9938
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,96.87395
